content_id,content_group_id,account_id,account_name,platform,series_id,parent_content_id,content_similarity_group,knowledge_domain,topic,difficulty_level,title,title_style,content_type,cover_style,publish_time,weekday,hour,language,duration_sec,production_hours,followers_before,novelty_score,duplication_risk,user_fatigue_risk,views,likes,favorites,comments,shares,new_followers,consultations,conversions,revenue,cost,ad_spend,is_sponsored
c_0081,cg_055,acc_math_bili,数学可视化B站号,bilibili,math_transform_series,,cg_055,math_signal,小波变换,advanced,手把手讲清楚小波变换的核心方法,tutorial,article,screenshot,2026-07-05T23:00:00,Sunday,23,zh,0,12.43,39734,0.192,0.796,0.619,1165,32,43,9,6,4,1,0,0.0,500,0,0
c_0082,cg_056,acc_ai_douyin,AI工具抖音号,douyin,pricing_series,,cg_056,solo_business,知识产品定价,intermediate,我第一次真正理解知识产品定价的过程,story,short_video,clean_text,2026-04-03T12:00:00,Friday,12,zh,620,6.8,129511,0.798,0.099,0.025,19759,776,219,112,85,71,23,2,1021.66,346.38,346.38,0
c_0083,cg_057,acc_robot_wechat,桌面机器人公众号,wechat,robot_feature_series,,cg_057,AI_hardware,桌面陪伴机器人,beginner,用桌面陪伴机器人把效率提升一倍的方法,result_oriented,livestream_clip,clean_text,2026-05-12T18:00:00,Tuesday,18,zh,100,3.39,20529,0.746,0.285,0.071,6765,351,260,48,43,29,32,12,16230.12,500,0,0
c_0084,cg_057,acc_robot_xhs,桌面机器人小红书,xiaohongshu,robot_feature_series,,cg_057,AI_hardware,桌面陪伴机器人,beginner,用桌面陪伴机器人把效率提升一倍的方法,result_oriented,short_video,diagram,2026-05-14T12:00:00,Thursday,12,zh,220,3.06,39713,0.562,0.432,0.108,12204,296,229,63,73,83,43,11,13265.35,500,0,0
c_0085,cg_058,acc_ai_bili,AI工具B站号,bilibili,ai_tool_growth_series,,cg_058,creator_growth,内容复盘方法,beginner,手把手讲清楚内容复盘方法的核心方法,tutorial,short_video,product_closeup,2026-03-29T18:00:00,Sunday,18,zh,816,6.8,46120,0.202,0.754,0.784,5082,172,128,31,19,34,3,0,0.0,20,0,0
c_0086,cg_058,acc_ai_douyin,AI工具抖音号,douyin,ai_tool_growth_series,,cg_058,creator_growth,内容复盘方法,beginner,内容复盘方法看起来很难，其实关键只有这一点,contrast,long_video,product_closeup,2026-03-30T18:00:00,Monday,18,zh,738,8.47,131615,0.189,0.822,0.801,4977,102,49,32,26,30,4,0,0.0,200,200,0
c_0087,cg_059,acc_math_bili,数学可视化B站号,bilibili,math_transform_series,,cg_059,math_signal,拉普拉斯变换,intermediate,手把手讲清楚拉普拉斯变换的核心方法,tutorial,livestream_clip,product_closeup,2026-01-23T21:00:00,Friday,21,zh,142,4.74,37928,0.143,0.835,0.664,2770,100,47,19,14,12,1,0,0.0,20,0,0
c_0088,cg_059,acc_math_zhihu,数学知识知乎号,zhihu,math_transform_series,,cg_059,math_signal,拉普拉斯变换,intermediate,用拉普拉斯变换把效率提升一倍的方法,result_oriented,article,diagram,2026-01-26T12:00:00,Monday,12,zh,0,7.36,25901,0.209,0.876,0.674,742,22,21,8,2,3,0,0,0.0,20,0,0
c_0089,cg_060,acc_math_bili,数学可视化B站号,bilibili,math_transform_series,,cg_060,math_signal,傅里叶变换,intermediate,我第一次真正理解傅里叶变换的过程,story,short_video,diagram,2026-01-23T21:00:00,Friday,21,zh,779,8.3,38140,0.311,0.673,0.658,8001,240,131,125,29,38,7,0,0.0,500,0,0
c_0090,cg_060,acc_math_zhihu,数学知识知乎号,zhihu,math_transform_series,,cg_060,math_signal,傅里叶变换,intermediate,我用傅里叶变换做了一个真实案例,case_study,carousel,diagram,2026-01-24T08:00:00,Saturday,8,zh,204,1.38,28055,0.18,0.881,0.71,4364,148,207,36,27,8,6,1,104.34,100,0,0
c_0091,cg_061,acc_math_bili,数学可视化B站号,bilibili,math_transform_series,,cg_061,math_signal,傅里叶变换,intermediate,我用傅里叶变换做了一个真实案例,case_study,short_video,diagram,2026-07-20T18:00:00,Monday,18,zh,262,0.82,41818,0.093,0.893,0.748,4193,80,54,49,20,19,2,0,0.0,0,0,0
c_0092,cg_062,acc_ai_douyin,AI工具抖音号,douyin,pricing_series,,cg_062,solo_business,知识产品定价,intermediate,知识产品定价到底有什么用？,question,article,clean_text,2026-01-31T08:00:00,Saturday,8,zh,0,7.08,127696,0.601,0.37,0.093,9568,385,178,37,39,90,23,1,394.75,20,0,0
c_0093,cg_063,acc_math_zhihu,数学知识知乎号,zhihu,math_transform_series,,cg_063,math_signal,小波变换,advanced,理解小波变换的7个关键点,number,livestream_clip,screenshot,2026-06-27T18:00:00,Saturday,18,zh,896,7.37,26920,0.23,0.823,0.766,6487,339,113,34,21,22,9,1,105.71,100,0,0
c_0094,cg_063,acc_math_bili,数学可视化B站号,bilibili,math_transform_series,,cg_063,math_signal,小波变换,advanced,我用小波变换做了一个真实案例,case_study,short_video,meme,2026-06-26T08:00:00,Friday,8,zh,736,4.81,45046,0.238,0.781,0.755,4172,117,70,37,24,19,5,1,78.96,100,0,1
c_0095,cg_064,acc_robot_wechat,桌面机器人公众号,wechat,robot_feature_series,,cg_064,AI_hardware,桌面陪伴机器人,beginner,用桌面陪伴机器人把效率提升一倍的方法,result_oriented,article,product_closeup,2026-03-25T12:00:00,Wednesday,12,zh,0,6.85,18611,0.664,0.291,0.073,3071,102,63,11,12,21,28,5,7434.7,20,0,0
c_0096,cg_065,acc_math_bili,数学可视化B站号,bilibili,math_transform_series,,cg_065,math_signal,拉马努金变换,advanced,理解拉马努金变换的7个关键点,number,long_video,product_closeup,2026-04-11T18:00:00,Saturday,18,zh,141,3.57,43130,0.383,0.614,0.749,4473,166,262,29,32,28,4,0,0.0,500,0,0
c_0097,cg_066,acc_ai_bili,AI工具B站号,bilibili,pricing_series,,cg_066,solo_business,知识产品定价,intermediate,为什么你学了知识产品定价还是不会用？,pain_point,short_video,clean_text,2026-05-17T21:00:00,Sunday,21,zh,195,4.91,46234,0.484,0.483,0.121,4810,162,74,43,24,37,11,1,386.51,500,0,0
c_0098,cg_066,acc_ai_cn_big,AI工具中文号,xiaohongshu,pricing_series,,cg_066,solo_business,知识产品定价,intermediate,知识产品定价看起来很难，其实关键只有这一点,contrast,carousel,diagram,2026-05-18T23:00:00,Monday,23,zh,804,7.98,88992,0.829,0.254,0.064,10036,407,695,90,40,45,36,5,1777.74,200,0,0
c_0099,cg_067,acc_math_bili,数学可视化B站号,bilibili,math_transform_series,,cg_067,math_signal,拉马努金变换,advanced,手把手讲清楚拉马努金变换的核心方法,tutorial,article,product_closeup,2026-03-08T18:00:00,Sunday,18,zh,0,5.34,41004,0.05,0.905,0.856,1441,33,42,12,4,7,0,0,0.0,100,0,0
c_0100,cg_068,acc_ai_cn_big,AI工具中文号,xiaohongshu,ai_tool_growth_series,,cg_068,AI_tools,AI工具自动化,intermediate,手把手讲清楚AI工具自动化的核心方法,tutorial,carousel,screenshot,2026-02-27T21:00:00,Friday,21,zh,184,6.47,87921,0.293,0.622,0.785,9229,310,452,43,44,76,23,3,468.37,200,0,0
c_0101,cg_068,acc_ai_bili,AI工具B站号,bilibili,ai_tool_growth_series,,cg_068,AI_tools,AI工具自动化,intermediate,为什么你学了AI工具自动化还是不会用？,pain_point,carousel,product_closeup,2026-02-28T08:00:00,Saturday,8,zh,871,7.48,51976,0.05,0.95,0.868,2511,96,47,23,15,7,2,0,0.0,200,0,0
c_0102,cg_069,acc_ai_bili,AI工具B站号,bilibili,pricing_series,,cg_069,solo_business,知识产品定价,intermediate,手把手讲清楚知识产品定价的核心方法,tutorial,article,screenshot,2026-05-05T12:00:00,Tuesday,12,zh,0,7.12,45404,0.739,0.323,0.081,3805,173,93,28,12,28,10,1,407.07,500,0,0
c_0103,cg_070,acc_math_zhihu,数学知识知乎号,zhihu,math_transform_series,,cg_070,math_signal,小波变换,advanced,我第一次真正理解小波变换的过程,story,carousel,product_closeup,2026-05-07T21:00:00,Thursday,21,zh,269,12.04,27899,0.05,0.947,0.902,2380,96,61,35,11,10,1,0,0.0,500,0,0
c_0104,cg_070,acc_math_bili,数学可视化B站号,bilibili,math_transform_series,,cg_070,math_signal,小波变换,advanced,理解小波变换的7个关键点,number,article,screenshot,2026-05-10T08:00:00,Sunday,8,zh,0,7.64,38928,0.136,0.923,0.896,1758,54,88,15,6,6,2,0,0.0,100,0,0
